name,url,base_experience,height,id,image_url,weight,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed,ability_0_id,ability_0,ability_1_id,ability_1,type_0_id,type_0,type_1_id,type_1,ability_2_id,ability_2
ursaring,https://pokeapi.co/api/v2/pokemon/217/,175.0,18,217,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,1258,90,130,75,75,75,55,62,guts,95,quick-feet,1,normal,,,127,unnerve
slugma,https://pokeapi.co/api/v2/pokemon/218/,50.0,7,218,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,350,40,40,40,70,40,20,40,magma-armor,49,flame-body,10,fire,,,133,weak-armor
magcargo,https://pokeapi.co/api/v2/pokemon/219/,151.0,8,219,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,550,60,50,120,90,80,30,40,magma-armor,49,flame-body,10,fire,6,rock,133,weak-armor
swinub,https://pokeapi.co/api/v2/pokemon/220/,50.0,4,220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,65,50,50,40,30,30,50,12,oblivious,81,snow-cloak,15,ice,5,ground,47,thick-fat
piloswine,https://pokeapi.co/api/v2/pokemon/221/,158.0,11,221,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,558,100,100,80,60,60,50,12,oblivious,81,snow-cloak,15,ice,5,ground,47,thick-fat
corsola,https://pokeapi.co/api/v2/pokemon/222/,144.0,6,222,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,50,65,55,95,65,95,35,55,hustle,30,natural-cure,11,water,6,rock,144,regenerator
remoraid,https://pokeapi.co/api/v2/pokemon/223/,60.0,6,223,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,120,35,65,35,65,35,65,55,hustle,97,sniper,11,water,,,141,moody
octillery,https://pokeapi.co/api/v2/pokemon/224/,168.0,9,224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,285,75,105,75,105,75,45,21,suction-cups,97,sniper,11,water,,,141,moody
delibird,https://pokeapi.co/api/v2/pokemon/225/,116.0,9,225,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,160,45,55,45,65,45,75,72,vital-spirit,55,hustle,15,ice,3,flying,15,insomnia
mantine,https://pokeapi.co/api/v2/pokemon/226/,170.0,21,226,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,2200,85,40,70,80,140,70,33,swift-swim,11,water-absorb,11,water,3,flying,41,water-veil
skarmory,https://pokeapi.co/api/v2/pokemon/227/,163.0,17,227,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,505,65,80,140,40,70,70,51,keen-eye,5,sturdy,9,steel,3,flying,133,weak-armor
houndour,https://pokeapi.co/api/v2/pokemon/228/,66.0,6,228,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,108,45,60,30,80,50,65,48,early-bird,18,flash-fire,17,dark,10,fire,127,unnerve
houndoom,https://pokeapi.co/api/v2/pokemon/229/,175.0,14,229,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,350,75,90,50,110,80,95,48,early-bird,18,flash-fire,17,dark,10,fire,127,unnerve
kingdra,https://pokeapi.co/api/v2/pokemon/230/,270.0,18,230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,1520,75,95,95,95,95,85,33,swift-swim,97,sniper,11,water,16,dragon,6,damp
phanpy,https://pokeapi.co/api/v2/pokemon/231/,66.0,5,231,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,335,90,60,60,40,40,40,53,pickup,8,sand-veil,5,ground,,,,
donphan,https://pokeapi.co/api/v2/pokemon/232/,175.0,11,232,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,1200,90,120,120,60,60,50,5,sturdy,8,sand-veil,5,ground,,,,
porygon2,https://pokeapi.co/api/v2/pokemon/233/,180.0,6,233,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,325,85,80,90,105,95,60,36,trace,88,download,1,normal,,,148,analytic
stantler,https://pokeapi.co/api/v2/pokemon/234/,163.0,14,234,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,712,73,95,62,85,65,85,22,intimidate,119,frisk,1,normal,,,157,sap-sipper
smeargle,https://pokeapi.co/api/v2/pokemon/235/,88.0,12,235,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,580,55,20,35,20,45,75,20,own-tempo,101,technician,1,normal,,,141,moody
tyrogue,https://pokeapi.co/api/v2/pokemon/236/,42.0,7,236,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,210,35,35,35,35,35,35,62,guts,80,steadfast,2,fighting,,,72,vital-spirit
hitmontop,https://pokeapi.co/api/v2/pokemon/237/,159.0,14,237,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,480,50,95,95,35,110,70,22,intimidate,101,technician,2,fighting,,,80,steadfast
smoochum,https://pokeapi.co/api/v2/pokemon/238/,61.0,4,238,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,60,45,30,15,85,65,65,12,oblivious,108,forewarn,15,ice,14,psychic,93,hydration
elekid,https://pokeapi.co/api/v2/pokemon/239/,72.0,6,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,235,45,63,37,65,55,95,9,static,72,vital-spirit,13,electric,,,,
magby,https://pokeapi.co/api/v2/pokemon/240/,73.0,7,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,214,45,75,37,70,55,83,49,flame-body,72,vital-spirit,10,fire,,,,
miltank,https://pokeapi.co/api/v2/pokemon/241/,172.0,12,241,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,755,95,80,105,40,70,100,47,thick-fat,113,scrappy,1,normal,,,157,sap-sipper
blissey,https://pokeapi.co/api/v2/pokemon/242/,635.0,15,242,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,468,255,10,10,75,135,55,30,natural-cure,32,serene-grace,1,normal,,,131,healer
raikou,https://pokeapi.co/api/v2/pokemon/243/,290.0,19,243,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,1780,90,85,75,115,100,115,46,pressure,39,inner-focus,13,electric,,,,
entei,https://pokeapi.co/api/v2/pokemon/244/,290.0,21,244,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,1980,115,115,85,90,75,100,46,pressure,39,inner-focus,10,fire,,,,
suicune,https://pokeapi.co/api/v2/pokemon/245/,290.0,20,245,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png,1870,100,75,115,90,115,85,46,pressure,39,inner-focus,11,water,,,,
larvitar,https://pokeapi.co/api/v2/pokemon/246/,60.0,6,246,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png,720,50,64,50,45,50,41,62,guts,8,sand-veil,6,rock,5,ground,,
pupitar,https://pokeapi.co/api/v2/pokemon/247/,144.0,12,247,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png,1520,70,84,70,65,70,51,61,shed-skin,,,6,rock,5,ground,,
tyranitar,https://pokeapi.co/api/v2/pokemon/248/,300.0,20,248,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png,2020,100,134,110,95,100,61,45,sand-stream,127,unnerve,6,rock,17,dark,,
lugia,https://pokeapi.co/api/v2/pokemon/249/,340.0,52,249,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png,2160,106,90,130,90,154,110,46,pressure,136,multiscale,14,psychic,3,flying,,
ho-oh,https://pokeapi.co/api/v2/pokemon/250/,340.0,38,250,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png,1990,106,130,90,110,154,90,46,pressure,144,regenerator,10,fire,3,flying,,
celebi,https://pokeapi.co/api/v2/pokemon/251/,300.0,6,251,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png,50,100,100,100,100,100,100,30,natural-cure,,,14,psychic,12,grass,,
treecko,https://pokeapi.co/api/v2/pokemon/252/,62.0,5,252,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png,50,40,45,35,65,55,70,65,overgrow,84,unburden,12,grass,,,,
grovyle,https://pokeapi.co/api/v2/pokemon/253/,142.0,9,253,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png,216,50,65,45,85,65,95,65,overgrow,84,unburden,12,grass,,,,
sceptile,https://pokeapi.co/api/v2/pokemon/254/,265.0,17,254,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png,522,70,85,65,105,85,120,65,overgrow,84,unburden,12,grass,,,,
torchic,https://pokeapi.co/api/v2/pokemon/255/,62.0,4,255,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png,25,45,60,40,70,50,45,66,blaze,3,speed-boost,10,fire,,,,
combusken,https://pokeapi.co/api/v2/pokemon/256/,142.0,9,256,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png,195,60,85,60,85,60,55,66,blaze,3,speed-boost,10,fire,2,fighting,,
blaziken,https://pokeapi.co/api/v2/pokemon/257/,265.0,19,257,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png,520,80,120,70,110,70,80,66,blaze,3,speed-boost,10,fire,2,fighting,,
mudkip,https://pokeapi.co/api/v2/pokemon/258/,62.0,4,258,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png,76,50,70,50,50,50,40,67,torrent,6,damp,11,water,,,,
marshtomp,https://pokeapi.co/api/v2/pokemon/259/,142.0,7,259,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png,280,70,85,70,60,70,50,67,torrent,6,damp,11,water,5,ground,,
swampert,https://pokeapi.co/api/v2/pokemon/260/,268.0,15,260,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png,819,100,110,90,85,90,60,67,torrent,6,damp,11,water,5,ground,,
poochyena,https://pokeapi.co/api/v2/pokemon/261/,56.0,5,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png,136,35,55,35,30,30,35,50,run-away,95,quick-feet,17,dark,,,155,rattled
mightyena,https://pokeapi.co/api/v2/pokemon/262/,147.0,10,262,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png,370,70,90,70,60,60,70,22,intimidate,95,quick-feet,17,dark,,,153,moxie
zigzagoon,https://pokeapi.co/api/v2/pokemon/263/,56.0,4,263,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png,175,38,30,41,30,41,60,53,pickup,82,gluttony,1,normal,,,95,quick-feet
linoone,https://pokeapi.co/api/v2/pokemon/264/,147.0,5,264,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png,325,78,70,61,50,61,100,53,pickup,82,gluttony,1,normal,,,95,quick-feet
wurmple,https://pokeapi.co/api/v2/pokemon/265/,56.0,3,265,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png,36,45,45,35,20,30,20,19,shield-dust,50,run-away,7,bug,,,,
silcoon,https://pokeapi.co/api/v2/pokemon/266/,72.0,6,266,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png,100,50,35,55,25,25,15,61,shed-skin,,,7,bug,,,,
beautifly,https://pokeapi.co/api/v2/pokemon/267/,178.0,10,267,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png,284,60,70,50,100,50,65,68,swarm,79,rivalry,7,bug,3,flying,,
cascoon,https://pokeapi.co/api/v2/pokemon/268/,72.0,7,268,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png,115,50,35,55,25,25,15,61,shed-skin,,,7,bug,,,,
dustox,https://pokeapi.co/api/v2/pokemon/269/,173.0,12,269,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png,316,60,50,70,50,90,65,19,shield-dust,14,compound-eyes,7,bug,4,poison,,
lotad,https://pokeapi.co/api/v2/pokemon/270/,44.0,5,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png,26,40,30,30,40,50,30,33,swift-swim,44,rain-dish,11,water,12,grass,20,own-tempo
lombre,https://pokeapi.co/api/v2/pokemon/271/,119.0,12,271,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png,325,60,50,50,60,70,50,33,swift-swim,44,rain-dish,11,water,12,grass,20,own-tempo
ludicolo,https://pokeapi.co/api/v2/pokemon/272/,240.0,15,272,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png,550,80,70,70,90,100,70,33,swift-swim,44,rain-dish,11,water,12,grass,20,own-tempo
seedot,https://pokeapi.co/api/v2/pokemon/273/,44.0,5,273,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png,40,40,40,50,30,30,30,34,chlorophyll,48,early-bird,12,grass,,,124,pickpocket
nuzleaf,https://pokeapi.co/api/v2/pokemon/274/,119.0,10,274,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png,280,70,70,40,60,40,60,34,chlorophyll,48,early-bird,12,grass,17,dark,124,pickpocket
shiftry,https://pokeapi.co/api/v2/pokemon/275/,240.0,13,275,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png,596,90,100,60,90,60,80,34,chlorophyll,274,wind-rider,12,grass,17,dark,124,pickpocket
taillow,https://pokeapi.co/api/v2/pokemon/276/,54.0,3,276,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png,23,40,55,30,30,30,85,62,guts,113,scrappy,1,normal,3,flying,,
swellow,https://pokeapi.co/api/v2/pokemon/277/,159.0,7,277,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png,198,60,85,60,75,50,125,62,guts,113,scrappy,1,normal,3,flying,,
wingull,https://pokeapi.co/api/v2/pokemon/278/,54.0,6,278,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png,95,40,30,30,55,30,85,51,keen-eye,93,hydration,11,water,3,flying,44,rain-dish
pelipper,https://pokeapi.co/api/v2/pokemon/279/,154.0,12,279,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png,280,60,50,100,95,70,65,51,keen-eye,2,drizzle,11,water,3,flying,44,rain-dish
ralts,https://pokeapi.co/api/v2/pokemon/280/,40.0,4,280,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png,66,28,25,25,45,35,40,28,synchronize,36,trace,14,psychic,18,fairy,140,telepathy
kirlia,https://pokeapi.co/api/v2/pokemon/281/,97.0,8,281,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png,202,38,35,35,65,55,50,28,synchronize,36,trace,14,psychic,18,fairy,140,telepathy
gardevoir,https://pokeapi.co/api/v2/pokemon/282/,259.0,16,282,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png,484,68,65,65,125,115,80,28,synchronize,36,trace,14,psychic,18,fairy,140,telepathy
surskit,https://pokeapi.co/api/v2/pokemon/283/,54.0,5,283,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png,17,40,30,32,50,52,65,33,swift-swim,44,rain-dish,7,bug,11,water,,
masquerain,https://pokeapi.co/api/v2/pokemon/284/,159.0,8,284,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png,36,70,60,62,100,82,80,22,intimidate,127,unnerve,7,bug,3,flying,,
shroomish,https://pokeapi.co/api/v2/pokemon/285/,59.0,4,285,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png,45,60,40,60,40,60,35,27,effect-spore,90,poison-heal,12,grass,,,95,quick-feet
breloom,https://pokeapi.co/api/v2/pokemon/286/,161.0,12,286,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png,392,60,130,80,60,60,70,27,effect-spore,90,poison-heal,12,grass,2,fighting,101,technician
slakoth,https://pokeapi.co/api/v2/pokemon/287/,56.0,8,287,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png,240,60,60,60,35,35,30,54,truant,,,1,normal,,,,
vigoroth,https://pokeapi.co/api/v2/pokemon/288/,154.0,14,288,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png,465,80,80,80,55,55,90,72,vital-spirit,,,1,normal,,,,
slaking,https://pokeapi.co/api/v2/pokemon/289/,252.0,20,289,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png,1305,150,160,100,95,65,100,54,truant,,,1,normal,,,,
nincada,https://pokeapi.co/api/v2/pokemon/290/,53.0,5,290,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png,55,31,45,90,30,30,40,14,compound-eyes,50,run-away,7,bug,5,ground,,
ninjask,https://pokeapi.co/api/v2/pokemon/291/,160.0,8,291,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png,120,61,90,45,50,50,160,3,speed-boost,151,infiltrator,7,bug,3,flying,,
shedinja,https://pokeapi.co/api/v2/pokemon/292/,83.0,8,292,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png,12,1,90,45,30,30,40,25,wonder-guard,,,7,bug,8,ghost,,
whismur,https://pokeapi.co/api/v2/pokemon/293/,48.0,6,293,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png,163,64,51,23,51,23,28,43,soundproof,155,rattled,1,normal,,,,
loudred,https://pokeapi.co/api/v2/pokemon/294/,126.0,10,294,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png,405,84,71,43,71,43,48,43,soundproof,113,scrappy,1,normal,,,,
exploud,https://pokeapi.co/api/v2/pokemon/295/,245.0,15,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png,840,104,91,63,91,73,68,43,soundproof,113,scrappy,1,normal,,,,
makuhita,https://pokeapi.co/api/v2/pokemon/296/,47.0,10,296,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png,864,72,60,30,20,30,25,47,thick-fat,62,guts,2,fighting,,,125,sheer-force
hariyama,https://pokeapi.co/api/v2/pokemon/297/,166.0,23,297,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png,2538,144,120,60,40,60,50,47,thick-fat,62,guts,2,fighting,,,125,sheer-force
azurill,https://pokeapi.co/api/v2/pokemon/298/,38.0,2,298,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png,20,50,20,40,20,40,20,47,thick-fat,37,huge-power,1,normal,18,fairy,157,sap-sipper
nosepass,https://pokeapi.co/api/v2/pokemon/299/,75.0,10,299,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png,970,30,45,135,45,90,30,5,sturdy,42,magnet-pull,6,rock,,,159,sand-force
skitty,https://pokeapi.co/api/v2/pokemon/300/,52.0,6,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png,110,50,45,45,35,35,50,56,cute-charm,96,normalize,1,normal,,,147,wonder-skin
delcatty,https://pokeapi.co/api/v2/pokemon/301/,140.0,11,301,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png,326,70,65,65,55,55,90,56,cute-charm,96,normalize,1,normal,,,147,wonder-skin
sableye,https://pokeapi.co/api/v2/pokemon/302/,133.0,5,302,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png,110,50,75,75,65,65,50,51,keen-eye,100,stall,17,dark,8,ghost,158,prankster
mawile,https://pokeapi.co/api/v2/pokemon/303/,133.0,6,303,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png,115,50,85,85,55,55,50,52,hyper-cutter,22,intimidate,9,steel,18,fairy,125,sheer-force
aron,https://pokeapi.co/api/v2/pokemon/304/,66.0,4,304,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png,600,50,70,100,40,40,30,5,sturdy,69,rock-head,9,steel,6,rock,134,heavy-metal
lairon,https://pokeapi.co/api/v2/pokemon/305/,151.0,9,305,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png,1200,60,90,140,50,50,40,5,sturdy,69,rock-head,9,steel,6,rock,134,heavy-metal
aggron,https://pokeapi.co/api/v2/pokemon/306/,265.0,21,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png,3600,70,110,180,60,60,50,5,sturdy,69,rock-head,9,steel,6,rock,134,heavy-metal
meditite,https://pokeapi.co/api/v2/pokemon/307/,56.0,6,307,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png,112,30,40,55,40,55,60,74,pure-power,140,telepathy,2,fighting,14,psychic,,
medicham,https://pokeapi.co/api/v2/pokemon/308/,144.0,13,308,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png,315,60,60,75,60,75,80,74,pure-power,140,telepathy,2,fighting,14,psychic,,
electrike,https://pokeapi.co/api/v2/pokemon/309/,59.0,6,309,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png,152,40,45,40,65,40,65,9,static,31,lightning-rod,13,electric,,,58,minus
manectric,https://pokeapi.co/api/v2/pokemon/310/,166.0,15,310,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png,402,70,75,60,105,60,105,9,static,31,lightning-rod,13,electric,,,58,minus
plusle,https://pokeapi.co/api/v2/pokemon/311/,142.0,4,311,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png,42,60,50,40,85,75,95,57,plus,31,lightning-rod,13,electric,,,,
minun,https://pokeapi.co/api/v2/pokemon/312/,142.0,4,312,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png,42,60,40,50,75,85,95,58,minus,10,volt-absorb,13,electric,,,,
volbeat,https://pokeapi.co/api/v2/pokemon/313/,151.0,7,313,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png,177,65,73,75,47,85,85,35,illuminate,68,swarm,7,bug,,,158,prankster
illumise,https://pokeapi.co/api/v2/pokemon/314/,151.0,6,314,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png,177,65,47,75,73,85,85,12,oblivious,110,tinted-lens,7,bug,,,158,prankster
roselia,https://pokeapi.co/api/v2/pokemon/315/,140.0,3,315,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png,20,50,60,45,100,80,65,30,natural-cure,38,poison-point,12,grass,4,poison,102,leaf-guard
gulpin,https://pokeapi.co/api/v2/pokemon/316/,60.0,4,316,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png,103,70,43,53,43,53,40,64,liquid-ooze,60,sticky-hold,4,poison,,,82,gluttony
swalot,https://pokeapi.co/api/v2/pokemon/317/,163.0,17,317,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png,800,100,73,83,73,83,55,64,liquid-ooze,60,sticky-hold,4,poison,,,82,gluttony
carvanha,https://pokeapi.co/api/v2/pokemon/318/,61.0,8,318,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png,208,45,90,20,65,20,65,24,rough-skin,3,speed-boost,11,water,17,dark,,
sharpedo,https://pokeapi.co/api/v2/pokemon/319/,161.0,18,319,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png,888,70,120,40,95,40,95,24,rough-skin,3,speed-boost,11,water,17,dark,,
wailmer,https://pokeapi.co/api/v2/pokemon/320/,80.0,20,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png,1300,130,70,35,70,35,60,41,water-veil,12,oblivious,11,water,,,46,pressure
wailord,https://pokeapi.co/api/v2/pokemon/321/,175.0,145,321,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png,3980,170,90,45,90,45,60,41,water-veil,12,oblivious,11,water,,,46,pressure
numel,https://pokeapi.co/api/v2/pokemon/322/,61.0,7,322,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png,240,60,60,40,65,45,35,12,oblivious,86,simple,10,fire,5,ground,20,own-tempo
camerupt,https://pokeapi.co/api/v2/pokemon/323/,161.0,19,323,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png,2200,70,100,70,105,75,40,40,magma-armor,116,solid-rock,10,fire,5,ground,83,anger-point
torkoal,https://pokeapi.co/api/v2/pokemon/324/,165.0,5,324,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png,804,70,85,140,85,70,20,73,white-smoke,70,drought,10,fire,,,75,shell-armor
spoink,https://pokeapi.co/api/v2/pokemon/325/,66.0,7,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png,306,60,25,35,70,80,60,47,thick-fat,20,own-tempo,14,psychic,,,82,gluttony
grumpig,https://pokeapi.co/api/v2/pokemon/326/,165.0,9,326,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png,715,80,45,65,90,110,80,47,thick-fat,20,own-tempo,14,psychic,,,82,gluttony
spinda,https://pokeapi.co/api/v2/pokemon/327/,126.0,11,327,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png,50,60,60,60,60,60,60,20,own-tempo,77,tangled-feet,1,normal,,,126,contrary
trapinch,https://pokeapi.co/api/v2/pokemon/328/,58.0,7,328,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png,150,45,100,45,45,45,10,52,hyper-cutter,71,arena-trap,5,ground,,,125,sheer-force
vibrava,https://pokeapi.co/api/v2/pokemon/329/,119.0,11,329,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png,153,50,70,50,50,50,70,26,levitate,,,5,ground,16,dragon,,
flygon,https://pokeapi.co/api/v2/pokemon/330/,260.0,20,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png,820,80,100,80,80,80,100,26,levitate,,,5,ground,16,dragon,,
cacnea,https://pokeapi.co/api/v2/pokemon/331/,67.0,4,331,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png,513,50,85,40,85,40,35,8,sand-veil,11,water-absorb,12,grass,,,,
cacturne,https://pokeapi.co/api/v2/pokemon/332/,166.0,13,332,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png,774,70,115,60,115,60,55,8,sand-veil,11,water-absorb,12,grass,17,dark,,
swablu,https://pokeapi.co/api/v2/pokemon/333/,62.0,4,333,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png,12,45,40,60,40,75,50,30,natural-cure,13,cloud-nine,1,normal,3,flying,,
altaria,https://pokeapi.co/api/v2/pokemon/334/,172.0,11,334,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png,206,75,70,90,70,105,80,30,natural-cure,13,cloud-nine,16,dragon,3,flying,,
